account_id,label_kor
entity00126256_GeneralInsuranceOfExposureToRiskThatArisesFromContractsWithinScopeOfIfrs17OfDisclosureOfNatureAndExtentOfRisksThatAriseFromContractsWithinScopeOfIfrs17ByParticipationFeaturesTableOfItems,일반보험
entity00126256_GeneralMeasurementModelOfInsuranceContractsMemberOfDetailsOfNetLiabilitiesForInsuranceContractsIssuedByPortfolioByAccountingModelLifeInsuranceTableOfMember,일반모형 [구성요소]
entity00126256_HayfinManagementHoldingsLimitedOfAssociatesMemberOfDisclosureOfFinancialTransactionsBetweenRelatedPartiesTableOfMember,Hayfin Management Holdings Limited
entity00126256_HeldToMaturityFinancialAssetsOfAssetsAbstract,만기보유금융자산
entity00126256_HeldToMaturityFinancialAssetsOfOperatingExpenseInvestment,만기보유금융자산관련손실
entity00126256_ImpactOfPillarTwoIncomeTaxes,필라2 법인세의 영향
entity00126256_ImpairmentLossOnOtherAssetsOfDeductibleTemporaryDifferencesOfDisclosureOfTemporaryDifferenceUnusedTaxLossesAndUnusedTaxCreditsTableOfMember,기타자산손상차손
entity00126256_ImpairmentTestsForGoodwillAbstract,영업권의 손상평가[ 개요 ]
entity00126256_ImpairmentTestsForGoodwillOfImpairmentTestsForGoodwillTableOfLineItems,영업권의 손상 평가
entity00126256_ImpairmentTestsForGoodwillTable,영업권의 손상평가
entity00126256_ImpairmentTestsForGoodwillTextBlock,영업권의 손상평가[ 문장영역 ]
entity00126256_IncreaseDecreaseInAccumulatedTemporaryDifferencesOfChangesInAccumulatedTemporaryDifferencesOfDisclosureOfTemporaryDifferenceUnusedTaxLossesAndUnusedTaxCreditsTableOfItems,누적일시적차이의 증가(감소)
entity00126256_IncreaseDecreaseInDefinedBenefitObligationsResultingFromInterestExpenseIncomeOfChangesInNetDefinedBenefitLiabilityAssetAbstractOfDisclosureOfNetDefinedBenefitLiabilityAssetTableOfItems,이자비용
entity00126256_IncreaseDecreaseInInvestmentContractLiabilitiesOfChangesInOperatingAssetsAndLiabilitiesOfChangesInOperatingAssetsAndLiabilitiesTableOfItems,투자계약부채의 증가(감소)
entity00126256_IncreaseDecreaseInPlanAssetsResultingFromInterestIncomeOfChangesInNetDefinedBenefitLiabilityAssetAbstractOfDisclosureOfNetDefinedBenefitLiabilityAssetTableOfItems,이자수익
entity00126256_IncreaseDecreaseInProfitLossDueToReasonablyPossibleIncreaseInRiskVariableThatArisesFromContractsWithinScopeOfIfrs17OfCapitalImpactOfDisclosureOfSensitivityAnalysisToChangesInRiskVariablesThatAriseFromContractsWithinScopeOfIfrs17HealthTableOfItems,IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험 익스포저의 가능성이 어느 정도 있는 증가에 기인하는 당기손익의 증가분(감소분)
entity00126256_IncreaseDecreaseInProfitLossDueToReasonablyPossibleIncreaseInRiskVariableThatArisesFromContractsWithinScopeOfIfrs17OfCapitalImpactOfDisclosureOfSensitivityAnalysisToChangesInRiskVariablesThatAriseFromContractsWithinScopeOfIfrs17NonParticipatingInsuranceTableOfItems,IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험 익스포저의 가능성이 어느 정도 있는 증가에 기인하는 당기손익의 증가분(감소분)
entity00126256_IncreaseDecreaseInProfitLossDueToReasonablyPossibleIncreaseInRiskVariableThatArisesFromContractsWithinScopeOfIfrs17OfCapitalImpactOfDisclosureOfSensitivityAnalysisToChangesInRiskVariablesThatAriseFromContractsWithinScopeOfIfrs17ParticipatingInsuranceTableOfItems,IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험 익스포저의 가능성이 어느 정도 있는 증가에 기인하는 당기손익의 증가분(감소분)
entity00126256_IncreaseDecreaseInProfitLossDueToReasonablyPossibleIncreaseInRiskVariableThatArisesFromContractsWithinScopeOfIfrs17OfCapitalImpactOfDisclosureOfSensitivityAnalysisToChangesInRiskVariablesThatAriseFromContractsWithinScopeOfIfrs17SavingTableOfItems,IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험 익스포저의 가능성이 어느 정도 있는 증가에 기인하는 당기손익의 증가분(감소분)
entity00126256_IncreaseDecreaseInProfitLossDueToReasonablyPossibleIncreaseInRiskVariableThatArisesFromContractsWithinScopeOfIfrs17OfCapitalImpactOfDisclosureOfSensitivityAnalysisToChangesInRiskVariablesThatAriseFromContractsWithinScopeOfIfrs17VariableInsuranceTableOfItems,IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험 익스포저의 가능성이 어느 정도 있는 증가에 기인하는 당기손익의 증가분(감소분)
entity00126256_IncreaseaccumulatedothercomprehensiveincomeOfChangesinaccumulatedothercomprehensiveincomeOfChangesInAccumulatedOtherComprehensiveIncomeTableOfItems,기타포괄손익누계액 발생
entity00126256_IndirectParOfTypesOfCommitmentsMemberOfDetailOfClaimsIncurredDuringPeriodMeasuredAtAmountsExpectedComparedToRiskPremiumHealthInsuranceTableOfMember,Indirect-Par
entity00126256_IndirectParOfTypesOfCommitmentsMemberOfDetailOfClaimsIncurredDuringPeriodMeasuredAtAmountsExpectedComparedToRiskPremiumLifeInsuranceTableOfMember,Indirect-Par
entity00126256_IndirectParOfTypesOfCommitmentsMemberOfDetailOfClaimsIncurredDuringPeriodMeasuredAtAmountsExpectedComparedToRiskPremiumPensionAndSavingsInsuranceTableOfMember,Indirect-Par
entity00126256_IndirectParOfTypesOfCommitmentsMemberOfDetailsOfNetLiabilitiesForInsuranceContractsIssuedByPortfolioByAccountingModelLifeInsuranceTableOfMember,Indirect-Par
entity00126256_IndirectParOfTypesOfCommitmentsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioHealthInsuranceTableOfMember,Indirect-Par
entity00126256_IndirectParOfTypesOfCommitmentsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioLifeInsuranceTableOfMember,Indirect-Par
entity00126256_IndirectParOfTypesOfCommitmentsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioPensionAndSavingsInsuranceTableOfMember,Indirect-Par
entity00126256_IndirectParOfTypesOfCommitmentsMemberOfDisclosureOfExpectedMaintenanceExpenseComparedToProjectedMaintenanceExpenseHealthInsuranceTableOfMember,Indirect-Par
entity00126256_IndirectParOfTypesOfCommitmentsMemberOfDisclosureOfExpectedMaintenanceExpenseComparedToProjectedMaintenanceExpenseLifeInsuranceTableOfMember,Indirect-Par
entity00126256_IndirectParOfTypesOfCommitmentsMemberOfDisclosureOfExpectedMaintenanceExpenseComparedToProjectedMaintenanceExpensePensionAndSavingsInsuranceTableOfMember,Indirect-Par
entity00126256_InputToMethodUsedToMeasureContractsWithinScopeOfIfrs17DownsideOfDisclosureOfInputsToMethodsUsedToMeasureContractsWithinScopeOfIfrs17LineItemsOfDisclosureOfInputsToMethodsUsedToMeasureContractsWithinScopeOfIFRS17TableOfItems,IFRS 17 적용범위에 포함되는 계약 측정에 사용한 방법의 투입변수 (하위범위)
entity00126256_InputToMethodUsedToMeasureContractsWithinScopeOfIfrs17UpsideOfDisclosureOfInputsToMethodsUsedToMeasureContractsWithinScopeOfIfrs17LineItemsOfDisclosureOfInputsToMethodsUsedToMeasureContractsWithinScopeOfIFRS17TableOfItems,IFRS 17 적용범위에 포함되는 계약 측정에 사용한 방법의 투입변수 (상위범위)
entity00126256_InsuranceAcquisitionCashFlowsOfOperatingExpensesOfDetailsOfOperatingExpensesTableOfItems,보험취득현금흐름
entity00126256_InsuranceContractIssuedOfInsuranceContractOfSensitivityDetailsPerMarketRiskVariableInterestRateRiskTableOfItems,발행한 보험계약
entity00126256_InsuranceContractIssuedOfSensitivityDetailsPerMarketRiskVariableStockPriceRiskOfSensitivityDetailsPerMarketRiskVariableStockPriceRiskTableOfItems,발행한 보험계약
entity00126256_InsuranceContractOfSensitivityDetailsPerMarketRiskVariableInterestRateRiskOfSensitivityDetailsPerMarketRiskVariableInterestRateRiskTableOfItems,보험계약
entity00126256_InsuranceContractOfTypesOfCommitmentsMemberOfDisclosureOfCommitmentsTableOfMember,보험약정
entity00126256_InsuranceContractsAssetLinkedOfTypesOfInsuranceContractsMemberOfDetailsOfNetLiabilitiesForInsuranceContractsIssuedByPortfolioByAccountingModelLifeInsuranceTableOfMember,자산연계형 보험계약
entity00126256_InsuranceContractsWithParticipationFeatures,유배당보험계약에 대한 기술
entity00126256_InsuranceOfSegmentsMemberOfDisclosureOfOperatingSegmentsTableOfMember,보험
entity00126256_InsurancePaymentProgressTrendOfInsuranceRisk,보험위험의 보험금진전추이
entity00126256_InsuranceRiskOverview,보험위험의 개요
entity00126256_InsuranceServiceCost,보험서비스비용의 내역
entity00126256_InterestBearingLiabilitiesOfInterestRateRiskExposureOfInterestRateRiskExposureTableOfItems,금리부부채
entity00126256_InterestEarningAssetsOfInterestRateRiskExposureOfInterestRateRiskExposureTableOfItems,금리부자산
entity00126256_InterestIncome,이자수익
entity00126256_InterestIncomeFromCreditCardProductsOfDisclosureOfInterestIncomeExpenseLineItemsOfDisclosureOfInterestIncomeExpenseTableOfItems,카드금융상품이자
entity00126256_InterestIncomeFromCreditSalesOfDisclosureOfInterestIncomeExpenseLineItemsOfDisclosureOfInterestIncomeExpenseTableOfItems,신용판매수입이자
entity00126256_InterestOnInstallmentFinanceProductsOfDisclosureOfInterestIncomeExpenseLineItemsOfDisclosureOfInterestIncomeExpenseTableOfItems,할부금융상품이자
entity00126256_InterestRateOfRiskFactorOfDisclosureOfMarketRiskTableOfMember,금리
entity00126256_InterestRateRiskExposure,금리위험의 익스포져 현황
entity00126256_InterestRateRiskExposureAbstract,금리위험의 익스포져 현황[ 개요 ]
entity00126256_InterestRateRiskExposureOfInterestRateRiskExposureTableOfLineItems,금리위험의 익스포져 현황
entity00126256_InterestRateRiskExposureTable,금리위험의 익스포져 현황
entity00126256_InterestRateRiskExposureTextBlock,금리위험에 대한 공시[ 문장영역 ]
entity00126256_InvestmentAgreementOfTypesOfCommitmentsMemberOfDisclosureOfCommitmentsTableOfMember,출자약정
entity00126256_InvestmentContractsLiabilitiesOfFinancialLiabilitiesCategoryMemberOfDescriptionOfTheValuationMethodsForFairValueMeasurementByTypeOfFinancialLiabilityTableOfMember,투자계약부채 [구성요소]
entity00126256_InvestmentContractsLiabilitiesOfFinancialLiabilitiesCategoryMemberOfDisclosureOfFairValueByHierarchyLiabilitiesNotMeasuredAtFairValueInStatementOfFinancialPositionButForWhichFairValueIsDisclosedTableOfMember,투자계약부채
entity00126256_InvestmentContractsLiabilitiesOfFinancialLiabilitiesCategoryMemberOfFairValueAndBookValueOfLiabilitiesTableOfMember,투자계약부채
entity00126256_InvestmentContractsLiabilitiesOfLiabilitiesMemberOfValuationTechniquesAndInputsUsedInFairValueMeasurementOfLevel3LiabilitiesTableOfMember,투자계약부채
entity00126256_InvestmentGainsAndLossesRecognizedAsOtherComprehensiveIncomeOfDisclosureOfAnalysisOfInsuranceFinanceIncomeExpensesLineItemsOfDisclosureOfAnalysisOfInsuranceFinanceIncomeExpensesTableOfItems,"세전기타포괄손익, 당기손익에서 제외되는 투자서비스손익(보험및재보험금융손익 제외)"
entity00126256_InvestmentManagementFeeOfMaintenanceExpensesOfDetailsOfOperatingExpensesTableOfItems,투자관리비
entity00126256_InvestmentPropertyPurchaseAndConstructionAgreementOfTypesOfCommitmentsMemberOfDisclosureOfCommitmentsTableOfMember,투자부동산매입및건설약정
entity00126256_InvestmentcontractsliabilitiesOfFinancialLiabilitiesClassMemberOfDisclosureOfFinancialLiabilitiesByCategoryTableOfMember,투자계약부채
entity00126256_InvestmentsInSubsidiariesAssociatesAndJointVenturesOfAssetsMemberOfDescriptionOfTheValuationMethodsForFairValueMeasurementByTypeOfFinancialAssetTableOfMember,관계ㆍ종속기업투자
entity00126256_InvestmentsInSubsidiariesAssociatesAndJointVenturesOfAssetsMemberOfDisclosureOfFairValueMeasurementOfAssetsTableOfMember,관계ㆍ종속기업투자
entity00126256_InvestmentsInSubsidiariesAssociatesAndJointVenturesOfAssetsMemberOfDisclosureOfSignificantUnobservableInputsUsedInFairValueMeasurementOfAssetsTableOfMember,관계ㆍ종속기업투자
entity00126256_InvestmentsInSubsidiariesAssociatesAndJointVenturesOfAssetsMemberOfValuationTechniquesAndInputsUsedInFairValueMeasurementOfLevel2AssetsTableOfMember,관계ㆍ종속기업투자
entity00126256_InvestmentsInSubsidiariesAssociatesAndJointVenturesOfAssetsMemberOfValuationTechniquesAndInputsUsedInFairValueMeasurementOfLevel3AssetsTableOfMember,관계ㆍ종속기업투자
entity00126256_InvestmentsInSubsidiariesAssociatesAndJointVenturesOfFinancialAssetsCategoryMemberOfDescriptionOfTheValuationMethodsForFairValueMeasurementByTypeOfFinancialAssetTableOfMember,관계ㆍ종속기업투자
entity00126256_InvestmentsInSubsidiariesAssociatesAndJointVenturesOfFinancialAssetsCategoryMemberOfFairValueAndBookValueOfAssetsTableOfMember,관계ㆍ종속기업투자
entity00126256_InvestmentsInSubsidiariesAssociatesAndJointVenturesOfFinancialAssetsClassMemberOfDisclosureOfFinancialAssetsByCategoryTableOfMember,관계ㆍ종속기업투자
entity00126256_IssuanceOfBondsAndShortTermBondsOfNonAdjustingEventsAfterReportingPeriodMemberOfDisclosureOfNonadjustingEventsAfterReportingPeriodTableOfMember,사채 및 단기사채 발행  [구성요소]
entity00126256_ItemsChargedCreditedDirectlyToEquityInTaxOfCurrentAndDeferredTaxRelatingToItemsCreditedChargedDirectlyToEquityOfCurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriodsTableOfItems,세무상 자본에 직접 반영된 법인세비용
entity00126256_JpyOfFinancialInstrumentsByCurrencyMemberOfFinancialAssetsDenominatedInForeignCurrenciesByCurrencyTableOfMember,JPY
entity00126256_KeyAssumptionsOfACashGeneratingUnitAbstract,"유의적인 영업권이 배부된 현금창출단위에 대한 주요 가정, 사용가치 계산에 사용된 장기성장률, 할인율[ 개요 ]"
entity00126256_KeyAssumptionsOfACashGeneratingUnitOfKeyAssumptionsOfACashGeneratingUnitTableOfLineItems,영업권이 배부된 현금창출단위에 대한 주요 가정
entity00126256_KeyAssumptionsOfACashGeneratingUnitTable,"유의적인 영업권이 배부된 현금창출단위에 대한 주요 가정, 사용가치 계산에 사용된 장기성장률, 할인율"
entity00126256_KeyAssumptionsOfACashGeneratingUnitTextBlock,"유의적인 영업권이 배부된 현금창출단위에 대한 주요 가정, 사용가치 계산에 사용된 장기성장률, 할인율[ 문장영역 ]"
entity00126256_KeyAssumptionsUsedInDerivingLongServicePaymentsAbstract,장기근속에 따른 장기근속자포상을 산출함에 있어 사용한 가정[ 개요 ]
entity00126256_KeyAssumptionsUsedInDerivingLongServicePaymentsOfKeyAssumptionsUsedInDerivingLongServicePaymentsTableOfLineItems,장기근속에 따른 장기근속자포상을 산출함에 있어 사용한 가정
entity00126256_KeyAssumptionsUsedInDerivingLongServicePaymentsTable,장기근속에 따른 장기근속자포상을 산출함에 있어 사용한 가정
entity00126256_KeyAssumptionsUsedInDerivingLongServicePaymentsTextBlock,장기근속에 따른 장기근속자포상을 산출함에 있어 사용한 가정[ 문장영역 ]
entity00126256_KeyManagementPersonnelCompensationShortTermLongTermEmployeeBenefitsOfTheCompensationPaidOrPayableToKeyManagementForEmployeeServicesOfTheCompensationPaidOrPayableToKeyManagementForEmployeeServicesTableOfItems,"주요 경영진에 대한 보상, 장단기급여"
entity00126256_KoreaCreditBureauCoLtdOfAssociatesMemberOfDisclosureOfOutstandingBalancesForRelatedPartyTransactionsTableOfMember,코리아크레딧뷰로
entity00126256_KoreaCreditBureauCoLtdOfAssociatesMemberOfDisclosureOfTransactionsBetweenRelatedPartiesTableOfMember,코리아크레딧뷰로
entity00126256_KoreaCreditBureauIncOfAssociatesMemberOfDisclosureOfTransactionsBetweenRelatedPartiesTableOfMember,코리아크레딧뷰로
entity00126256_KoreaCreditCardElectronicSettlementServiceCoLtdOfAssociatesMemberOfDisclosureOfOutstandingBalancesForRelatedPartyTransactionsTableOfMember,한국신용카드결제
entity00126256_KoreaCreditCardElectronicSettlementServiceCoLtdOfAssociatesMemberOfDisclosureOfTransactionsBetweenRelatedPartiesTableOfMember,한국신용카드결제
entity00126256_KoreaDataExchangeOfAssociatesMemberOfDisclosureOfTransactionsBetweenRelatedPartiesTableOfMember,케이디엑스한국데이터거래소
entity00126256_KoreanReOfCounterpartiesMemberOfDisclosureOfInformationAboutCreditRiskThatArisesFromContractsWithinScopeOfIFRS17TableOfMember,KOREAN RE
entity00126256_KrwDenominatedBondsOfBorrowingsByNameMemberOfDetailsOfDebenturesTableOfMember,원화사채 [구성요소]
entity00126256_LaterThanEightYearsAndNotLaterThanNineYearsMemberOfAggregatedTimeBandsMemberOfDetailOfClaimsIncurredDuringPeriodMeasuredAtAmountsExpectedComparedToRiskPremiumLifeInsuranceTableOfMember,8년 초과 9년 이내 [구성요소]
entity00126256_LaterThanEightYearsAndNotLaterThanNineYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioHealthInsuranceTableOfMember,8년 초과 9년 이내 [구성요소]
entity00126256_LaterThanEightYearsAndNotLaterThanNineYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioLifeInsuranceTableOfMember,8년 초과 9년 이내 [구성요소]
entity00126256_LaterThanEightYearsAndNotLaterThanNineYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioPensionAndSavingsInsuranceTableOfMember,8년 초과 9년 이내 [구성요소]
entity00126256_LaterThanFiveYearsAndNotLaterThanSixYearsMemberOfAggregatedTimeBandsMemberOfDetailOfClaimsIncurredDuringPeriodMeasuredAtAmountsExpectedComparedToRiskPremiumLifeInsuranceTableOfMember,5년 초과 6년 이내 [구성요소]
entity00126256_LaterThanFiveYearsAndNotLaterThanSixYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioHealthInsuranceTableOfMember,5년 초과 6년 이내 [구성요소]
entity00126256_LaterThanFiveYearsAndNotLaterThanSixYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioLifeInsuranceTableOfMember,5년 초과 6년 이내 [구성요소]
entity00126256_LaterThanFiveYearsAndNotLaterThanSixYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioPensionAndSavingsInsuranceTableOfMember,5년 초과 6년 이내 [구성요소]
entity00126256_LaterThanNineYearsAndNotLaterThanTenbYearsMemberOfAggregatedTimeBandsMemberOfDetailOfClaimsIncurredDuringPeriodMeasuredAtAmountsExpectedComparedToRiskPremiumLifeInsuranceTableOfMember,9년 초과 10년 이내 [구성요소]
entity00126256_LaterThanNineYearsAndNotLaterThanTenbYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioHealthInsuranceTableOfMember,9년 초과 10년 이내 [구성요소]
entity00126256_LaterThanNineYearsAndNotLaterThanTenbYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioLifeInsuranceTableOfMember,9년 초과 10년 이내 [구성요소]
entity00126256_LaterThanNineYearsAndNotLaterThanTenbYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioPensionAndSavingsInsuranceTableOfMember,9년 초과 10년 이내 [구성요소]
entity00126256_LaterThanSevenYearsAndNotLaterThanEightYearsMemberOfAggregatedTimeBandsMemberOfDetailOfClaimsIncurredDuringPeriodMeasuredAtAmountsExpectedComparedToRiskPremiumLifeInsuranceTableOfMember,7년 초과 8년 이내 [구성요소]
entity00126256_LaterThanSevenYearsAndNotLaterThanEightYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioHealthInsuranceTableOfMember,7년 초과 8년 이내 [구성요소]
entity00126256_LaterThanSevenYearsAndNotLaterThanEightYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioLifeInsuranceTableOfMember,7년 초과 8년 이내 [구성요소]
entity00126256_LaterThanSevenYearsAndNotLaterThanEightYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioPensionAndSavingsInsuranceTableOfMember,7년 초과 8년 이내 [구성요소]
entity00126256_LaterThanSixYearsAndNotLaterThanSevenYearsMemberOfAggregatedTimeBandsMemberOfDetailOfClaimsIncurredDuringPeriodMeasuredAtAmountsExpectedComparedToRiskPremiumLifeInsuranceTableOfMember,6년 초과 7년 이내 [구성요소]
entity00126256_LaterThanSixYearsAndNotLaterThanSevenYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioHealthInsuranceTableOfMember,6년 초과 7년 이내 [구성요소]
entity00126256_LaterThanSixYearsAndNotLaterThanSevenYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioLifeInsuranceTableOfMember,6년 초과 7년 이내 [구성요소]
entity00126256_LaterThanSixYearsAndNotLaterThanSevenYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioPensionAndSavingsInsuranceTableOfMember,6년 초과 7년 이내 [구성요소]
entity00126256_LaterThanTenYearsAndNotLaterThanTwentyYearsMemberOfAggregatedTimeBandsMemberOfLiquidityRiskExposureTableOfMember,10년 초과 20년 이내
entity00126256_LaterThanThirtyYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioHealthInsuranceTableOfMember,30년 초과 [구성요소]
entity00126256_LaterThanThirtyYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioLifeInsuranceTableOfMember,30년 초과 [구성요소]
entity00126256_LaterThanTwentyFiveYearsAndNotLaterThanThirtyYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioHealthInsuranceTableOfMember,25년 초과 30년 이내 [구성요소]
entity00126256_LaterThanTwentyFiveYearsAndNotLaterThanThirtyYearsMemberOfAggregatedTimeBandsMemberOfDisclosureOfContractualServiceMarginByExpectedDurationOfAmortisationForInsuranceContractsIssuedCategorisedByAccountingModelAndPortfolioLifeInsuranceTableOfMember,25년 초과 30년 이내 [구성요소]
entity00126256_LaterThanTwentyYearMemberOfAggregatedTimeBandsMemberOfLiquidityRiskExposureTableOfMember,20년 초과
entity00126256_LeaseholdDepositsReceivedRelatedPartyTransactionsOfDisclosuresOfTheRelatedTotalAccountBalancesOutstandingOfDisclosuresOfTheRelatedTotalAccountBalancesOutstandingTableOfItems,"임대보증금, 특수관계자거래"
entity00126256_LeaseholdDepositsReceivedRelatedPartyTransactionsOfOutstandingBalancesForRelatedPartyTransactionsAbstractOfDisclosureOfOutstandingBalancesForRelatedPartyTransactionsTableOfItems,"임대보증금, 특수관계자거래"
entity00126256_LeaseholdDepositsRelatedPartyTransactionsOfDisclosuresOfTheRelatedTotalAccountBalancesOutstandingOfDisclosuresOfTheRelatedTotalAccountBalancesOutstandingTableOfItems,"임차보증금, 특수관계자거래"
entity00126256_LeaseholdDepositsRelatedPartyTransactionsOfOutstandingBalancesForRelatedPartyTransactionsAbstractOfDisclosureOfOutstandingBalancesForRelatedPartyTransactionsTableOfItems,"임차보증금, 특수관계자거래"
entity00126256_LeasesIncomeOfInvestmentIncome,리스수익
entity00126256_Level1OfCreditRiskLevelOfConcentrationOfCreditRiskByCreditGradesTableOfMember,건전성등급1
entity00126256_Level2OfCreditRiskLevelOfConcentrationOfCreditRiskByCreditGradesTableOfMember,건전성등급2
entity00126256_Level3OfCreditRiskLevelOfConcentrationOfCreditRiskByCreditGradesTableOfMember,건전성등급3
entity00126256_Level4OfCreditRiskLevelOfConcentrationOfCreditRiskByCreditGradesTableOfMember,건전성등급4
entity00126256_LiabilitiesRecognisedAsOfAcquisitionDateOfDisclosureOfDetailedInformationAboutBusinessCombinationLineItemsOfDisclosureOfBusinessCombinationsTableOfItems,취득일 현재 인식한 부채
entity00126256_LiquidityRiskExposureAbstract,유동성위험 익스포져 현황[ 개요 ]
entity00126256_LiquidityRiskExposureOfLiquidityRiskExposureTableOfLineItems,유동성위험 익스포져 현황
entity00126256_LiquidityRiskExposureTable,유동성위험 익스포져 현황
entity00126256_LiquidityRiskExposureTextBlock,유동성위험 익스포져 현황[ 문장영역 ]
entity00126256_LoanAgreementWithTheParentCompanyOfLoanCommitmentsMemberOfDisclosureOfCommitmentsTableOfMember,지배기업대출약정 [구성요소]
entity00126256_LoansAndOtherReceivablesOfAssetsAbstract,대출채권및기타수취채권
entity00126256_LoansAndReceivablesOfAssetsAbstract,대출채권및기타수취채권
entity00126256_LoansSecuredByThirdPartyGuaranteeOfLoansSecuredOfConcentrationOfCreditRiskByIndustriesTableOfItems,지급보증대출금
entity00126256_LoansSecuredOfConcentrationOfCreditRiskByIndustriesLineItemsOfConcentrationOfCreditRiskByIndustriesTableOfItems,대출채권
entity00126256_LongTermEmployeeBenefitsOfDisclosureOfOtherLiabilitiesLineItemsOfDisclosureOfOtherLiabilitiesTableOfItems,장기종업원급여
entity00126256_LongTermIncentivesOfOtherLongTermEmployeeBenefitsOfDetailsOfDefinedOtherLongTermEmployeeBenefitsTableOfMember,임원성과급
entity00126256_LongtermemployeebenefitsofdisclosureOfDisclosureOfOtherLiabilitiesLineItemsOfDisclosureOfOtherLiabilitiesTableOfItems,장기종업원급여
entity00126256_LossAllowanceForFinancialAssetsAtAmortizedCostOfDeductibleTemporaryDifferencesOfDisclosureOfTemporaryDifferenceUnusedTaxLossesAndUnusedTaxCreditsTableOfMember,상각후원가측정금융자산손실충당금
entity00126256_LossArisingFromFinancialInstrumentsMeasuredAtAmortisedcostIfrs39OfOperatingExpenseInvestment,대출채권및기타수취채권관련손실
entity00126256_LossArisingFromFinancialInstrumentsMeasuredAtAmortisedcostOfOperatingExpenseInvestment,상각후원가측정대출채권및기타수취채권관련손실
entity00126256_LossFromFinancialInstrumentsAtFairValueThroughOtherComprehensiveIncomeIfrs39OfOperatingExpenseInvestment,매도가능금융자산관련손실
